id,text
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
105,América Central e Caribe
107,América do Norte
107,América do Norte
107,América do Norte
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
48,América do Sul
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
53,Associação de Nações do Sudeste Asiático - ASEAN
27,Comunidade Andina das Nações - CAN
27,Comunidade Andina das Nações - CAN
27,Comunidade Andina das Nações - CAN
27,Comunidade Andina das Nações - CAN
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
112,Europa
111,Mercado Comum do Sul - Mercosul
111,Mercado Comum do Sul - Mercosul
111,Mercado Comum do Sul - Mercosul
111,Mercado Comum do Sul - Mercosul
111,Mercado Comum do Sul - Mercosul
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
61,Oceania
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
41,Oriente Médio
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
22,União Europeia - UE
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
51,África
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
39,Ásia (Exclusive Oriente Médio)
